"","Covidence #","Study ID","dateFrom","dateTo","imputation_source","imputed_variant","LAPIS_sumcount","Outbreak_count_total","WT/Wu-1 Total Number of patients","WT/Wu-1 Percentage","Beta Total Number of patients","Beta Percentage","Gamma Total Number of patients","Gamma Percentage","Delta Total Number of patients","Delta Percentage","Omicron Total Number of patients","Omicron Percentage","Unspecified/Total Total Number of patients","Unspecified/Total Percentage","Other Total Number of patients","Other Percentage","more_than_50percent_vaccinated","cancer_at_least_one_vaccine_count","cancer_at_least_one_vaccine proportion","cancer_unvaccinated_count","cancer_unvaccinated_proportion","non_cancer_at_least_one_vaccine_count","non_cancer_at_least_one_vaccine proportion","non_cancer_unvaccinated_count","non_cancer_unvaccinated_proportion","Cancer Age (measure of centre) e.g. mean/median","Cancer Age (centre)","Cancer Age (measure of spread) e.g. IQR/ range/ SD/ SE/ 95% CI/ Variance","Cancer Age (spread)","Cancer Sex (% male)","Cancer Total number","Control (non-cancer) Age (measure of centre) e.g. mean/median","Control (non-cancer) Age (centre)","Control (non-cancer) Age (measure of spread) e.g. IQR/ range/ SD/ SE/ 95% CI/ Variance","Control (non-cancer) Age (spread)","Control (non-cancer) Sex (% male)","Control (non-cancer) Total number","prefix","Total number of patients","percentage","Comment","outcome","Measure of Association","value","95% CI","p-value","cancer: Event/Total","Non-cancer: Event/Total","cancer(event/total)","cancer(event count)","cancer(total count)","non-cancer(event/total)","non-cancer(event count)","non-cancer(total count)","se","model","Smoking Percentage (cancer)","Smoking Percentage (control)","Hypertension Percentage (cancer)","Hypertension Percentage (control)","Diabetes Mellitus (DM) Percentage (cancer)","Diabetes Mellitus (DM) Percentage (control)","Cardiovascular Disease (CVD) Percentage (cancer)","Cardiovascular Disease (CVD) Percentage (control)","Cerebrovascular Disease Percentage (cancer)","Cerebrovascular Disease Percentage (control)","Chronic Liver Disease Percentage (cancer)","Chronic Liver Disease Percentage (control)","Chronic Kidney Disease Percentage (cancer)","Chronic Kidney Disease Percentage (control)","Chronic Lung Disease Percentage (cancer)","Chronic Lung Disease Percentage (control)","Immunodeficiency/ Immunosuppression Percentage (cancer)","Immunodeficiency/ Immunosuppression Percentage (control)","Autoimmune Disease Percentage (cancer)","Autoimmune Disease Percentage (control)","Others: Please Specify Percentage (cancer)","Others: Please Specify Percentage (control)","Notes Percentage (cancer)","Notes Percentage (control)"
"141","68083","Kim 2022","2020-06-01","2020-12-31","LAPIS, Outbreak","Early-clades",93049,89710,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"median","66","IQR","57-76","47.3","10426","median","46","IQR","32-60","42.7","253179","M1/Stage IV: metastatic disease","1580",NA,"NANA","[mortality]","mRR","2.09","1.82–2.39","<0.001","NR","0.019 (4854/253179)",NA,NA,NA,0.019,4854,253179,NA,"multivariate","","","","","35.0","16.8","49.7","19.6","19.0","6.2","22.4","7.2","25.7","7.2","42.2","24.7","","",NA,NA,"Peripheral Vascular Disease: 24.7","Peripheral Vascular Disease: 5.8","",""
"142","68513","Udovica 2022","2020-03-01","2021-03-31","LAPIS, Outbreak","Alpha, Early-clades",78,2222,"","",NA,NA,NA,NA,NA,NA,"","",245,"100","Of note, our study was performed between March 2020 and March 2021. In that period the SARS-CoV-2 back- ground strain and the SARS-CoV-2 alpha variant were the most commonly observed variants and vaccines were not available",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"median ","74","range ","51-95","50.6","89","median ","76","range ","26-97","54.6","156","Total (OF ALL CANCERS)","89",NA,NA,"[mortality]","uOR","2.56","1.47-4.47","< 0.001","41/89","43/156",0.460674157303371,41,89,0.275641025641026,43,156,0.25552352009622,"univariate","","","","","15.7","28.8","52.8","45.5","","","11.2","6.4","11.2","10.3","24.7","15.4","","",NA,NA,"19.1; 19.1; 9.0","31.4; 23.7; 22.6","others = obesity; neurological disease; dementia","others = obesity; neurological disease; dementia"
"143","68513","Udovica 2022","2020-03-01","2021-03-31","LAPIS, Outbreak","Alpha, Early-clades",78,2222,"","",NA,NA,NA,NA,NA,NA,"","",245,"100","Of note, our study was performed between March 2020 and March 2021. In that period the SARS-CoV-2 back- ground strain and the SARS-CoV-2 alpha variant were the most commonly observed variants and vaccines were not available",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"median ","74","range ","51-95","50.6","89","median ","76","range ","26-97","54.6","156","Total (OF ALL CANCERS)","89",NA,NA,"[mortality]","mOR","4.59","2.26-9.30","< 0.001","41/89","43/156",0.460674157303371,41,89,0.275641025641026,43,156,0.25552352009622,"multivariate","","","","","15.7","28.8","52.8","45.5","","","11.2","6.4","11.2","10.3","24.7","15.4","","",NA,NA,"19.1; 19.1; 9.0","31.4; 23.7; 22.6","others = obesity; neurological disease; dementia","others = obesity; neurological disease; dementia"
"144","69998","Serraino 2021","2020-02-26","2020-12-31","LAPIS, Outbreak","Early-clades",252,4258,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","1452 (46.9)","3098","","","","","17876(46.7)","38268","SOLID AGGREGATED [add all solid values]","2818",NA,"NA","[mortality]","mHR","1.19","1.07-1.31","NR","0.172 (486/2818)","0.0500 (1914/38268)",0.172,486,2818,0.05,1914,38268,0.0544157358314884,"multivariate","","","","","21.0","8.18","45.4","18.8","","","","","","","13.7","5.19","","",NA,NA,"","","",""
"145","69998","Serraino 2021","2020-02-26","2020-12-31","LAPIS, Outbreak","Early-clades",252,4258,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","1452 (46.9)","3098","","","","","17876(46.7)","38268","Total (OF ALL CANCERS)","466",NA,NA,"[ICU]","mHR","0.90","0.52-1.56","NR","0.0280 (13/466)","0.013 (502/3826)",0.028,13,466,0.013,502,3826,0.285170827959224,"multivariate","","","","","21.0","8.18","45.4","18.8","","","","","","","13.7","5.19","","",NA,NA,"","","",""
"146","69998","Serraino 2021","2020-02-26","2020-12-31","LAPIS, Outbreak","Early-clades",252,4258,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","1452 (46.9)","3098","","","","","17876(46.7)","38268","SOLID AGGREGATED [add all solid values]","2818",NA,"NA","[ICU]","mHR","1.04","0.82-1.32","NR","0.0291 (82/2818)","0.013 (502/3826)",0.0291,82,2818,0.013,502,3826,0.121669162092476,"multivariate","","","","","21.0","8.18","45.4","18.8","","","","","","","13.7","5.19","","",NA,NA,"","","",""
"147","69998","Serraino 2021","2020-02-26","2020-12-31","LAPIS, Outbreak","Early-clades",252,4258,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","1452 (46.9)","3098","","","","","17876(46.7)","38268","Total (OF ALL CANCERS)","466",NA,NA,"[mortality]","mHR","1.93","1.61-2.33","NR","0.255 (119/466)","0.0500 (1914/38268)",0.255,119,466,0.05,1914,38268,0.105346483684566,"multivariate","","","","","21.0","8.18","45.4","18.8","","","","","","","13.7","5.19","","",NA,NA,"","","",""
"148","69998","Serraino 2021","2020-02-26","2020-12-31","LAPIS, Outbreak","Early-clades",252,4258,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","1452 (46.9)","3098","","","","","17876(46.7)","38268","Urology (ureter, bladder, prostate)","460",NA,NA,"[ICU]","mHR","1.15","0.77-1.71","NR","0.0587 (27/460)","0.013 (502/3826)",0.0587,27,460,0.013,502,3826,0.203627973347491,"multivariate","","","","","21.0","8.18","45.4","18.8","","","","","","","13.7","5.19","","",NA,NA,"","","",""
"149","69998","Serraino 2021","2020-02-26","2020-12-31","LAPIS, Outbreak","Early-clades",252,4258,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","1452 (46.9)","3098","","","","","17876(46.7)","38268","Urology (ureter, bladder, prostate)","460",NA,NA,"[mortality]","mHR","1.04","0.85-1.27","NR","0.235 (108/460)","0.0500 (1914/38268)",0.235,108,460,0.05,1914,38268,0.109461270941466,"multivariate","","","","","21.0","8.18","45.4","18.8","","","","","","","13.7","5.19","","",NA,NA,"","","",""
"150","69998","Serraino 2021","2020-02-26","2020-12-31","LAPIS, Outbreak","Early-clades",252,4258,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","1452 (46.9)","3098","","","","","17876(46.7)","38268","Breast","673",NA,NA,"[ICU]","mHR","0.98","0.48-2.00","NR","0.0119 (8/673)","0.013 (502/3826)",0.0119,8,673,0.013,502,3826,0.358802571827644,"multivariate","","","","","21.0","8.18","45.4","18.8","","","","","","","13.7","5.19","","",NA,NA,"","","",""
"151","69998","Serraino 2021","2020-02-26","2020-12-31","LAPIS, Outbreak","Early-clades",252,4258,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","1452 (46.9)","3098","","","","","17876(46.7)","38268","Breast","673",NA,NA,"[mortality]","mHR","0.92","0.72-1.17","NR","0.104 (70/673)","0.0500 (1914/38268)",0.104,70,673,0.05,1914,38268,0.127750522191254,"multivariate","","","","","21.0","8.18","45.4","18.8","","","","","","","13.7","5.19","","",NA,NA,"","","",""
"152","69998","Serraino 2021","2020-02-26","2020-12-31","LAPIS, Outbreak","Early-clades",252,4258,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","1452 (46.9)","3098","","","","","17876(46.7)","38268","Haematological","280",NA,NA,"[ICU]","mHR","1.50","0.83-2.73","NR","0.0393 (11/280)","0.013 (502/3826)",0.0393,11,280,0.013,502,3826,0.311020772505006,"multivariate","","","","","21.0","8.18","45.4","18.8","","","","","","","13.7","5.19","","",NA,NA,"","","",""
"153","69998","Serraino 2021","2020-02-26","2020-12-31","LAPIS, Outbreak","Early-clades",252,4258,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","1452 (46.9)","3098","","","","","17876(46.7)","38268","Haematological","280",NA,NA,"[mortality]","mHR","1.79","1.36-2.34","NR","0.193 (54/280)","0.0500 (1914/38268)",0.193,54,280,0.05,1914,38268,0.150461106679868,"multivariate","","","","","21.0","8.18","45.4","18.8","","","","","","","13.7","5.19","","",NA,NA,"","","",""
"154","69998","Serraino 2021","2020-02-26","2020-12-31","LAPIS, Outbreak","Early-clades",252,4258,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","1452 (46.9)","3098","","","","","17876(46.7)","38268","Lower GI (colorectal, small bowel)","407",NA,NA,"[ICU]","mHR","1.40","0.86-2.27","NR","0.0418 (17/407)","0.013 (502/3826)",0.0418,17,407,0.013,502,3826,0.252059384506625,"multivariate","","","","","21.0","8.18","45.4","18.8","","","","","","","13.7","5.19","","",NA,NA,"","","",""
"155","69998","Serraino 2021","2020-02-26","2020-12-31","LAPIS, Outbreak","Early-clades",252,4258,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","1452 (46.9)","3098","","","","","17876(46.7)","38268","Lower GI (colorectal, small bowel)","407",NA,NA,"[mortality]","mHR","1.34","1.10-1.65","NR","0.241 (98/407)","0.0500 (1914/38268)",0.241,98,407,0.05,1914,38268,0.114933379063869,"multivariate","","","","","21.0","8.18","45.4","18.8","","","","","","","13.7","5.19","","",NA,NA,"","","",""
"156","70019","Klein 2021","2020-03-13","2020-05-10","LAPIS, Outbreak","Early-clades",21660,20441,"","",NA,NA,NA,NA,NA,NA,"","",77,"100%","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"Median","69.0","range","30-98","56.2","77","Median","68.5","range","30-96","56.2","324","Unknown","77 (100%)",NA,NA,"[ICU]","mOR","0.39","0.17-0.89","0.03",NA,NA,NA,NA,NA,NA,NA,NA,NA,"multivariate","","","","","","40.7","","34.3","","","","3.7","","25.6","","18.2","","8.6",NA,NA,"","14.8","",""
"157","70019","Klein 2021","2020-03-13","2020-05-10","LAPIS, Outbreak","Early-clades",21660,20441,"","",NA,NA,NA,NA,NA,NA,"","",77,"100%","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"Median","69.0","range","30-98","56.2","77","Median","68.5","range","30-96","56.2","324","Unknown","77 (100%)",NA,NA,"[mortality]","uOR","1.98","0.99-3.96","0.053",NA,NA,NA,NA,NA,NA,NA,NA,NA,"univariate","","","","","","40.7","","34.3","","","","3.7","","25.6","","18.2","","8.6",NA,NA,"","14.8","",""
"158","70019","Klein 2021","2020-03-13","2020-05-10","LAPIS, Outbreak","Early-clades",21660,20441,"","",NA,NA,NA,NA,NA,NA,"","",77,"100%","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"Median","69.0","range","30-98","56.2","77","Median","68.5","range","30-96","56.2","324","Unknown","77 (100%)",NA,NA,"[mortality]","mOR","2.18","0.82-5.77","0.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,"multivariate","","","","","","40.7","","34.3","","","","3.7","","25.6","","18.2","","8.6",NA,NA,"","14.8","",""
"159","70019","Klein 2021","2020-03-13","2020-05-10","LAPIS, Outbreak","Early-clades",21660,20441,"","",NA,NA,NA,NA,NA,NA,"","",77,"100%","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"Median","69.0","range","30-98","56.2","77","Median","68.5","range","30-96","56.2","324","Unknown","77 (100%)",NA,NA,"[ICU]","uOR","0.53","0.29-0.96","0.03",NA,NA,NA,NA,NA,NA,NA,NA,NA,"univariate","","","","","","40.7","","34.3","","","","3.7","","25.6","","18.2","","8.6",NA,NA,"","14.8","",""
"160","70019","Klein 2021","2020-03-13","2020-05-10","LAPIS, Outbreak","Early-clades",21660,20441,"","",NA,NA,NA,NA,NA,NA,"","",77,"100%","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"Median","69.0","range","30-98","56.2","77","Median","68.5","range","30-96","56.2","324","Unknown","77 (100%)",NA,NA,"[severe]","uOR","0.65","0.34-1.16","0.14",NA,NA,NA,NA,NA,NA,NA,NA,NA,"univariate","","","","","","40.7","","34.3","","","","3.7","","25.6","","18.2","","8.6",NA,NA,"","14.8","",""
"161","70019","Klein 2021","2020-03-13","2020-05-10","LAPIS, Outbreak","Early-clades",21660,20441,"","",NA,NA,NA,NA,NA,NA,"","",77,"100%","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"Median","69.0","range","30-98","56.2","77","Median","68.5","range","30-96","56.2","324","Unknown","77 (100%)",NA,NA,"[severe]","aOR","0.54","0.23-1.24","0.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,"multivariate","","","","","","40.7","","34.3","","","","3.7","","25.6","","18.2","","8.6",NA,NA,"","14.8","",""
"162","70019","Klein 2021","2020-03-13","2020-05-10","LAPIS, Outbreak","Early-clades",21660,20441,"","",NA,NA,NA,NA,NA,NA,"","",77,"100%","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"Median","69.0","range","30-98","56.2","77","Median","68.5","range","30-96","56.2","324","Total (OF ALL CANCERS)","77",NA,"Primary outcome is defined as ""mortality OR admission to hospice"". Severity defined as ARDSTable 4 and 5","[mortality]","mOR","2.18","0.82-5.77","0.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,"multivariate","","","","","","40.7","","34.3","","","","3.7","","25.6","","18.2","","8.6",NA,NA,"","14.8","",""
"163","70019","Klein 2021","2020-03-13","2020-05-10","LAPIS, Outbreak","Early-clades",21660,20441,"","",NA,NA,NA,NA,NA,NA,"","",77,"100%","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"Median","69.0","range","30-98","56.2","77","Median","68.5","range","30-96","56.2","324","Total (OF ALL CANCERS)","77",NA,"Primary outcome is defined as ""mortality OR admission to hospice"". Severity defined as ARDSTable 4 and 5","[ICU]","uOR","0.53","0.29-0.96","0.03",NA,NA,NA,NA,NA,NA,NA,NA,NA,"univariate","","","","","","40.7","","34.3","","","","3.7","","25.6","","18.2","","8.6",NA,NA,"","14.8","",""
"164","70019","Klein 2021","2020-03-13","2020-05-10","LAPIS, Outbreak","Early-clades",21660,20441,"","",NA,NA,NA,NA,NA,NA,"","",77,"100%","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"Median","69.0","range","30-98","56.2","77","Median","68.5","range","30-96","56.2","324","Total (OF ALL CANCERS)","77",NA,"Primary outcome is defined as ""mortality OR admission to hospice"". Severity defined as ARDSTable 4 and 5","[ICU]","mOR","0.39","0.17-0.89","0.03",NA,NA,NA,NA,NA,NA,NA,NA,NA,"multivariate","","","","","","40.7","","34.3","","","","3.7","","25.6","","18.2","","8.6",NA,NA,"","14.8","",""
"165","70019","Klein 2021","2020-03-13","2020-05-10","LAPIS, Outbreak","Early-clades",21660,20441,"","",NA,NA,NA,NA,NA,NA,"","",77,"100%","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"Median","69.0","range","30-98","56.2","77","Median","68.5","range","30-96","56.2","324","Total (OF ALL CANCERS)","77",NA,"Primary outcome is defined as ""mortality OR admission to hospice"". Severity defined as ARDSTable 4 and 5","[mortality]","uOR","1.98","0.99-3.96","0.053",NA,NA,NA,NA,NA,NA,NA,NA,NA,"univariate","","","","","","40.7","","34.3","","","","3.7","","25.6","","18.2","","8.6",NA,NA,"","14.8","",""
"166","70019","Klein 2021","2020-03-13","2020-05-10","LAPIS, Outbreak","Early-clades",21660,20441,"","",NA,NA,NA,NA,NA,NA,"","",77,"100%","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"Median","69.0","range","30-98","56.2","77","Median","68.5","range","30-96","56.2","324","Total (OF ALL CANCERS)","77",NA,"Primary outcome is defined as ""mortality OR admission to hospice"". Severity defined as ARDSTable 4 and 5","[severe disease]","uOR","0.65","0.34-1.16","0.14",NA,NA,NA,NA,NA,NA,NA,NA,NA,"univariate","","","","","","40.7","","34.3","","","","3.7","","25.6","","18.2","","8.6",NA,NA,"","14.8","",""
"167","70019","Klein 2021","2020-03-13","2020-05-10","LAPIS, Outbreak","Early-clades",21660,20441,"","",NA,NA,NA,NA,NA,NA,"","",77,"100%","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"Median","69.0","range","30-98","56.2","77","Median","68.5","range","30-96","56.2","324","Total (OF ALL CANCERS)","77",NA,"Primary outcome is defined as ""mortality OR admission to hospice"". Severity defined as ARDSTable 4 and 5","[severe disease]","aOR","0.54","0.23-1.24","0.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,"multivariate","","","","","","40.7","","34.3","","","","3.7","","25.6","","18.2","","8.6",NA,NA,"","14.8","",""
"168","70896","Abuhelwa 2022","2020-01-01","2020-12-31","LAPIS, Outbreak","Early-clades",120870,116200,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"mean","70.92","95% CI","70.52-71.32","56.57","27760","mean","64.57","95% CI","64.41-64.74","52.7","1022285","Haematological","13550",NA,"leukemia;lymphoma;multiple myeloma","[mortality]","mOR","1.20","0.94-1.52","0.137","0.108",NA,0.108,NA,NA,NA,NA,NA,NA,"multivariate","36.42","26.73","69.81","67.75","34.53","41.08","22.24","18.27","","","4.76","4.34","17.26","14.68","","","","",NA,NA,"","","",""
"169","70896","Abuhelwa 2022","2020-01-01","2020-12-31","LAPIS, Outbreak","Early-clades",120870,116200,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"mean","70.92","95% CI","70.52-71.32","56.57","27760","mean","64.57","95% CI","64.41-64.74","52.7","1022285","Haematological","13550",NA,"leukemia;lymphoma;multiple myeloma","[mortality]","mOR","1.30","1.05-1.61","0.016","0.156",NA,0.156,NA,NA,NA,NA,NA,NA,"multivariate","36.42","26.73","69.81","67.75","34.53","41.08","22.24","18.27","","","4.76","4.34","17.26","14.68","","","","",NA,NA,"","","",""
"170","70896","Abuhelwa 2022","2020-01-01","2020-12-31","LAPIS, Outbreak","Early-clades",120870,116200,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"mean","70.92","95% CI","70.52-71.32","56.57","27760","mean","64.57","95% CI","64.41-64.74","52.7","1022285","Total (OF ALL CANCERS)","27760",NA,NA,"[ICU]","mOR(mechanical_ventilation)","0.98","0.88-1.09","0.767",NA,NA,NA,NA,NA,NA,NA,NA,NA,"multivariate","36.42","26.73","69.81","67.75","34.53","41.08","22.24","18.27","","","4.76","4.34","17.26","14.68","","","","",NA,NA,"","","",""
"171","70896","Abuhelwa 2022","2020-01-01","2020-12-31","LAPIS, Outbreak","Early-clades",120870,116200,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"mean","70.92","95% CI","70.52-71.32","56.57","27760","mean","64.57","95% CI","64.41-64.74","52.7","1022285","Lower GI (colorectal, small bowel)","1675",NA,"colorectal","[mortality]","mOR","1.45","1.07-1.96","0.015","0.191 (320/1675)",NA,0.191,320,1675,NA,NA,NA,NA,"multivariate","36.42","26.73","69.81","67.75","34.53","41.08","22.24","18.27","","","4.76","4.34","17.26","14.68","","","","",NA,NA,"","","",""
"172","70896","Abuhelwa 2022","2020-01-01","2020-12-31","LAPIS, Outbreak","Early-clades",120870,116200,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"mean","70.92","95% CI","70.52-71.32","56.57","27760","mean","64.57","95% CI","64.41-64.74","52.7","1022285","Haematological","13550",NA,"leukemia;lymphoma;multiple myeloma","[mortality]","mOR","1.22","1.02-1.45","0.028","0.224",NA,0.224,NA,NA,NA,NA,NA,NA,"multivariate","36.42","26.73","69.81","67.75","34.53","41.08","22.24","18.27","","","4.76","4.34","17.26","14.68","","","","",NA,NA,"","","",""
"173","70896","Abuhelwa 2022","2020-01-01","2020-12-31","LAPIS, Outbreak","Early-clades",120870,116200,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"mean","70.92","95% CI","70.52-71.32","56.57","27760","mean","64.57","95% CI","64.41-64.74","52.7","1022285","Breast","3340",NA,NA,"[mortality]","mOR","0.96","0.73-1.27","0.763","0.103 (345/3340)",NA,0.103,345,3340,NA,NA,NA,NA,"multivariate","36.42","26.73","69.81","67.75","34.53","41.08","22.24","18.27","","","4.76","4.34","17.26","14.68","","","","",NA,NA,"","","",""
"174","70896","Abuhelwa 2022","2020-01-01","2020-12-31","LAPIS, Outbreak","Early-clades",120870,116200,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"mean","70.92","95% CI","70.52-71.32","56.57","27760","mean","64.57","95% CI","64.41-64.74","52.7","1022285","Thoracic (lung, mesothelioma)","4400",NA,"lung","[mortality]","mOR","1.57","1.31-1.88","<0.001","0.209 (920/4400)",NA,0.209,920,4400,NA,NA,NA,NA,"multivariate","36.42","26.73","69.81","67.75","34.53","41.08","22.24","18.27","","","4.76","4.34","17.26","14.68","","","","",NA,NA,"","","",""
"175","70896","Abuhelwa 2022","2020-01-01","2020-12-31","LAPIS, Outbreak","Early-clades",120870,116200,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"mean","70.92","95% CI","70.52-71.32","56.57","27760","mean","64.57","95% CI","64.41-64.74","52.7","1022285","Urology (ureter, bladder, prostate)","4080",NA,"prostate","[mortality]","mOR","0.94","0.77-1.14","0.533","0.190 (775/4080)",NA,0.19,775,4080,NA,NA,NA,NA,"multivariate","36.42","26.73","69.81","67.75","34.53","41.08","22.24","18.27","","","4.76","4.34","17.26","14.68","","","","",NA,NA,"","","",""
"176","70896","Abuhelwa 2022","2020-01-01","2020-12-31","LAPIS, Outbreak","Early-clades",120870,116200,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"mean","70.92","95% CI","70.52-71.32","56.57","27760","mean","64.57","95% CI","64.41-64.74","52.7","1022285","SOLID AGGREGATED [add all solid values]","13495",NA,"NA","[mortality]",NA,NA,NA,NA,"0.175 (2360/13495)",NA,0.175,2360,13495,NA,NA,NA,NA,"manualclarificationrequired","36.42","26.73","69.81","67.75","34.53","41.08","22.24","18.27","","","4.76","4.34","17.26","14.68","","","","",NA,NA,"","","",""
"177","70896","Abuhelwa 2022","2020-01-01","2020-12-31","LAPIS, Outbreak","Early-clades",120870,116200,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"mean","70.92","95% CI","70.52-71.32","56.57","27760","mean","64.57","95% CI","64.41-64.74","52.7","1022285","Total (OF ALL CANCERS)","27760",NA,NA,"[severe disease]","OR","0.93","0.8–1.07","0.31","0.499","0.522",0.499,NA,NA,0.522,NA,NA,NA,"univariate","36.42","26.73","69.81","67.75","34.53","41.08","22.24","18.27","","","4.76","4.34","17.26","14.68","","","","",NA,NA,"","","",""
"178","70896","Abuhelwa 2022","2020-01-01","2020-12-31","LAPIS, Outbreak","Early-clades",120870,116200,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"mean","70.92","95% CI","70.52-71.32","56.57","27760","mean","64.57","95% CI","64.41-64.74","52.7","1022285","Total (OF ALL CANCERS)","27760",NA,NA,"[mortality]","mOR","1.21","1.12-1.31","<0.001","0.176 (4880/27760)","0.120 (122451/1022285)",0.176,4880,27760,0.12,122451,1022285,0.0158141019427629,"multivariate","36.42","26.73","69.81","67.75","34.53","41.08","22.24","18.27","","","4.76","4.34","17.26","14.68","","","","",NA,NA,"","","",""
"179","71402","Salvatore 2023","2020-03-10","2022-02-02","LAPIS, Outbreak","Delta",1213138,1254445,"","",NA,NA,NA,NA,NA,NA,"","",6143,"100","",NA,"no",NA,0.243,NA,0.757,NA,0.243,NA,0.757,"","","","","","6143","","","","","","38267","Chemotherapy","1168;537","19; 8.7","Most recent chemo within past year; most recent chemo one to 3 years ago Most recent chemo within past year; most recent chemo one to 3 years ago","[ICU]","mOR","1.90","1.37-2.62",NA,"NR (NR/1168)","NR (NR/38267)",NA,NA,1168,NA,NA,38267,NA,"multivariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"180","71402","Salvatore 2023","2020-03-10","2022-02-02","LAPIS, Outbreak","Delta",1213138,1254445,"","",NA,NA,NA,NA,NA,NA,"","",6143,"100","",NA,"no",NA,0.243,NA,0.757,NA,0.243,NA,0.757,"","","","","","6143","","","","","","38267","Chemotherapy","1168;537","19; 8.7","Most recent chemo within past year; most recent chemo one to 3 years ago Most recent chemo within past year; most recent chemo one to 3 years ago","[hospitalisation]","mOR","1.59","1.22-2.08",NA,"NR (NR/537)","NR (NR/38267)",NA,NA,537,NA,NA,38267,NA,"multivariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
