"","Covidence #","Study ID","dateFrom","dateTo","imputation_source","imputed_variant","LAPIS_sumcount","Outbreak_count_total","WT/Wu-1 Total Number of patients","WT/Wu-1 Percentage","Beta Total Number of patients","Beta Percentage","Gamma Total Number of patients","Gamma Percentage","Delta Total Number of patients","Delta Percentage","Omicron Total Number of patients","Omicron Percentage","Unspecified/Total Total Number of patients","Unspecified/Total Percentage","Other Total Number of patients","Other Percentage","vaccinated Total number of patients","vaccinated Percentage","vaccinated Comment","unvaccinated Total number of patients","unvaccinated Percentage","unvaccinated Comment","Cancer Age (measure of centre) e.g. mean/median","Cancer Age (centre)","Cancer Sex (% male)","prefix","Total number of patients","percentage","Comment","outcome","Measure of Association","value","95% CI","p-value","cancer: Event/Total","Non-cancer: Event/Total","cancer(event/total)","cancer(event count)","cancer(total count)","non-cancer(event/total)","non-cancer(event count)","non-cancer(total count)","se","model"
"284","68304","Korkusuz 2022","2020-03-15","2021-03-03","LAPIS, Outbreak","Early-clades",71,2436,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median","64","64.35","Total (OF ALL CANCERS)","66 (first wave); 216 (second wave); 282 (total)",NA,NA,"[mortality]",NA,NA,NA,NA,"0.227 (15/66) (first wave)","nr (first wave)",0.227,15,66,NA,NA,NA,NA,"manualclarificationrequired"
"285","68304","Korkusuz 2022","2020-03-15","2021-03-03","LAPIS, Outbreak","Early-clades",71,2436,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median","64","64.35","M0/Stage I-III: No metastasis","51 (first wave); 104 (second wave); 155 (total)",NA,"first wave; second wave; combined totalNA","[mortality]",NA,NA,NA,NA,"nr (first wave)","nr (first wave)",NA,NA,NA,NA,NA,NA,NA,"manualclarificationrequired"
"286","68304","Korkusuz 2022","2020-03-15","2021-03-03","LAPIS, Outbreak","Early-clades",71,2436,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median","64","64.35","M0/Stage I-III: No metastasis","51 (first wave); 104 (second wave); 155 (total)",NA,"first wave; second wave; combined totalNA","[mortality]",NA,NA,NA,NA,"nr (second wave)","0.0876 (133/1511) (second wave)",NA,NA,NA,0.0876,133,1511,NA,"manualclarificationrequired"
"287","68304","Korkusuz 2022","2020-03-15","2021-03-03","LAPIS, Outbreak","Early-clades",71,2436,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median","64","64.35","Total (OF ALL CANCERS)","66 (first wave); 216 (second wave); 282 (total)",NA,NA,"[severe disease]",NA,NA,NA,NA,"0.159 (10/66) (first wave)","nr (first wave)",0.159,10,66,NA,NA,NA,NA,"manualclarificationrequired"
"288","68304","Korkusuz 2022","2020-03-15","2021-03-03","LAPIS, Outbreak","Early-clades",71,2436,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median","64","64.35","Total (OF ALL CANCERS)","66 (first wave); 216 (second wave); 282 (total)",NA,NA,"[severe disease]","calculatedOR","0.81",NA,NA,"0.243 (51/216) (second wave)","0.300 (455/1511) (second wave)",0.243,51,216,0.3,455,1511,0.164611932536243,"univariate"
"289","68304","Korkusuz 2022","2020-03-15","2021-03-03","LAPIS, Outbreak","Early-clades",71,2436,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median","64","64.35","Total (OF ALL CANCERS)","66 (first wave); 216 (second wave); 282 (total)",NA,NA,"[mortality]","calculatedOR","4.44063926940639",NA,NA,"0.389 (84/216) (second wave)","0.0876 (133/1511) (second wave)",0.389,84,216,0.0876,133,1511,0.157210056597861,"univariate"
"290","68304","Korkusuz 2022","2020-03-15","2021-03-03","LAPIS, Outbreak","Early-clades",71,2436,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median","64","64.35","Total (OF ALL CANCERS)","66 (first wave); 216 (second wave); 282 (total)",NA,NA,"[mortality]","calculatedOR","4.00684931506849",NA,NA,"0.351 (99/282) (total)","0.0876 (133/1511) (total)",0.351,99,282,0.0876,133,1511,0.147742071709116,"univariate"
"291","68304","Korkusuz 2022","2020-03-15","2021-03-03","LAPIS, Outbreak","Early-clades",71,2436,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median","64","64.35","Upper GI (gastric, oesophageal)","19 (first wave); 58 (second wave); 77 (total)",NA,"NA","[mortality]",NA,NA,NA,NA,"NR (second wave)","0.0876 (133/1511) (second wave)",NA,NA,NA,0.0876,133,1511,NA,"manualclarificationrequired"
"292","68304","Korkusuz 2022","2020-03-15","2021-03-03","LAPIS, Outbreak","Early-clades",71,2436,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median","64","64.35","Upper GI (gastric, oesophageal)","19 (first wave); 58 (second wave); 77 (total)",NA,"NA","[mortality]","calculatedOR","3.85844748858448",NA,NA,"0.338 (26/77) (total)","0.0876 (133/1511) (total)",0.338,26,77,0.0876,133,1511,0.24419083072397,"univariate"
"293","68304","Korkusuz 2022","2020-03-15","2021-03-03","LAPIS, Outbreak","Early-clades",71,2436,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median","64","64.35","Total (OF ALL CANCERS)","66 (first wave); 216 (second wave); 282 (total)",NA,NA,"[severe disease]","calculatedOR","0.72",NA,NA,"0.216 (61/282) (total)","0.300 (455/1511) (total)",0.216,61,282,0.3,455,1511,0.150993898817678,"univariate"
"294","68304","Korkusuz 2022","2020-03-15","2021-03-03","LAPIS, Outbreak","Early-clades",71,2436,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median","64","64.35","Upper GI (gastric, oesophageal)","19 (first wave); 58 (second wave); 77 (total)",NA,"NA","[mortality]",NA,NA,NA,NA,"NR (first wave)","nr (first wave)",NA,NA,NA,NA,NA,NA,NA,"manualclarificationrequired"
"295","68304","Korkusuz 2022","2020-03-15","2021-03-03","LAPIS, Outbreak","Early-clades",71,2436,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median","64","64.35","M1/Stage IV: metastatic disease","15 (first wave); 112 (second wave); 127 (total)",NA,"first wave; second wave; combined total","[mortality]","calculatedOR","5.47945205479452",NA,NA,"0.480 (61/127) (total)","0.0876 (133/1511) (total)",0.48,61,127,0.0876,133,1511,0.180133474768277,"univariate"
"296","68304","Korkusuz 2022","2020-03-15","2021-03-03","LAPIS, Outbreak","Early-clades",71,2436,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median","64","64.35","Breast","11 (first wave); 21 (second wave); 32 (total)",NA,NA,"[mortality]",NA,NA,NA,NA,"nr (first wave)","nr (first wave)",NA,NA,NA,NA,NA,NA,NA,"manualclarificationrequired"
"297","68304","Korkusuz 2022","2020-03-15","2021-03-03","LAPIS, Outbreak","Early-clades",71,2436,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median","64","64.35","Breast","11 (first wave); 21 (second wave); 32 (total)",NA,NA,"[mortality]",NA,NA,NA,NA,"nr (second wave)","0.0876 (133/1511) (second wave)",NA,NA,NA,0.0876,133,1511,NA,"manualclarificationrequired"
"298","68304","Korkusuz 2022","2020-03-15","2021-03-03","LAPIS, Outbreak","Early-clades",71,2436,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median","64","64.35","Breast","11 (first wave); 21 (second wave); 32 (total)",NA,NA,"[mortality]","calculatedOR","2.5",NA,NA,"0.219 (7/32) (total)","0.0876 (133/1511) (total)",0.219,7,32,0.0876,133,1511,0.426951698928877,"univariate"
"299","68304","Korkusuz 2022","2020-03-15","2021-03-03","LAPIS, Outbreak","Early-clades",71,2436,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median","64","64.35","Haematological","9 (first wave); 34 (second wave); 43 (total)",NA,NA,"[mortality]",NA,NA,NA,NA,"nr (first wave)","nr (first wave)",NA,NA,NA,NA,NA,NA,NA,"manualclarificationrequired"
"300","68304","Korkusuz 2022","2020-03-15","2021-03-03","LAPIS, Outbreak","Early-clades",71,2436,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median","64","64.35","Haematological","9 (first wave); 34 (second wave); 43 (total)",NA,NA,"[mortality]",NA,NA,NA,NA,"nr (second wave)","0.0876 (133/1511) (second wave)",NA,NA,NA,0.0876,133,1511,NA,"manualclarificationrequired"
"301","68304","Korkusuz 2022","2020-03-15","2021-03-03","LAPIS, Outbreak","Early-clades",71,2436,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median","64","64.35","Haematological","9 (first wave); 34 (second wave); 43 (total)",NA,NA,"[mortality]","calculatedOR","6.10730593607306",NA,NA,"0.535 (23/43 ) (total)","0.0876 (133/1511) (total)",0.535,23,43,0.0876,133,1511,0.273705471600706,"univariate"
"302","68304","Korkusuz 2022","2020-03-15","2021-03-03","LAPIS, Outbreak","Early-clades",71,2436,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median","64","64.35","SOLID AGGREGATED [add all solid values]","57 (first wave); 182 (second wave); 239 (total)",NA,"NA","[mortality]",NA,NA,NA,NA,"NR (first wave)","nr (first wave)",NA,NA,NA,NA,NA,NA,NA,"manualclarificationrequired"
"303","68304","Korkusuz 2022","2020-03-15","2021-03-03","LAPIS, Outbreak","Early-clades",71,2436,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median","64","64.35","SOLID AGGREGATED [add all solid values]","57 (first wave); 182 (second wave); 239 (total)",NA,"NA","[mortality]",NA,NA,NA,NA,"NR (second wave)","0.0876  (133/1511) (second wave)",NA,NA,NA,0.0876,133,1511,NA,"manualclarificationrequired"
"304","68304","Korkusuz 2022","2020-03-15","2021-03-03","LAPIS, Outbreak","Early-clades",71,2436,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median","64","64.35","SOLID AGGREGATED [add all solid values]","57 (first wave); 182 (second wave); 239 (total)",NA,"NA","[mortality]","calculatedOR","3.63013698630137",NA,NA,"0.318 (76/239) (total)","0.0876 (133/1511) (total)",0.318,76,239,0.0876,133,1511,0.159757959164366,"univariate"
"305","68304","Korkusuz 2022","2020-03-15","2021-03-03","LAPIS, Outbreak","Early-clades",71,2436,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median","64","64.35","Thoracic (lung, mesothelioma)","7 (first wave); 41 (second wave); 48 (total)",NA,NA,"[mortality]",NA,NA,NA,NA,"NR (first wave)","nr (first wave)",NA,NA,NA,NA,NA,NA,NA,"manualclarificationrequired"
"306","68304","Korkusuz 2022","2020-03-15","2021-03-03","LAPIS, Outbreak","Early-clades",71,2436,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median","64","64.35","M1/Stage IV: metastatic disease","15 (first wave); 112 (second wave); 127 (total)",NA,"first wave; second wave; combined total","[mortality]",NA,NA,NA,NA,"nr (first wave)","nr (first wave)",NA,NA,NA,NA,NA,NA,NA,"manualclarificationrequired"
"307","68304","Korkusuz 2022","2020-03-15","2021-03-03","LAPIS, Outbreak","Early-clades",71,2436,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median","64","64.35","M1/Stage IV: metastatic disease","15 (first wave); 112 (second wave); 127 (total)",NA,"first wave; second wave; combined total","[mortality]",NA,NA,NA,NA,"nr (second wave)","0.0876 (133/1511) (second wave)",NA,NA,NA,0.0876,133,1511,NA,"manualclarificationrequired"
"308","68304","Korkusuz 2022","2020-03-15","2021-03-03","LAPIS, Outbreak","Early-clades",71,2436,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median","64","64.35","Total (OF ALL CANCERS)","66 (first wave); 216 (second wave); 282 (total)",NA,NA,"[ICU]",NA,NA,NA,NA,"0.242 (16/66) (first wave)","nr (first wave)",0.242,16,66,NA,NA,NA,NA,"manualclarificationrequired"
"309","68304","Korkusuz 2022","2020-03-15","2021-03-03","LAPIS, Outbreak","Early-clades",71,2436,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median","64","64.35","Total (OF ALL CANCERS)","66 (first wave); 216 (second wave); 282 (total)",NA,NA,"[ICU]","calculatedOR","3.34259259259259",NA,NA,"0.361 (78/261) (second wave)","0.108 (164/1511) (second wave)",0.361,78,261,0.108,164,1511,0.153007531805705,"univariate"
"310","68304","Korkusuz 2022","2020-03-15","2021-03-03","LAPIS, Outbreak","Early-clades",71,2436,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median","64","64.35","Urology (ureter, bladder, prostate)","12 (first wave); 31 (second wave); 43 (total)",NA,NA,"[mortality]","calculatedOR","3.18493150684932",NA,NA,"12/43 (0.279) (total)","0.0876 (133/1511) (total)",0.279,12,43,0.0876,133,1511,0.338776855242404,"univariate"
"311","68304","Korkusuz 2022","2020-03-15","2021-03-03","LAPIS, Outbreak","Early-clades",71,2436,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median","64","64.35","Thoracic (lung, mesothelioma)","7 (first wave); 41 (second wave); 48 (total)",NA,NA,"[mortality]",NA,NA,NA,NA,"NR (second wave)","0.0876 (133/1511) (second wave)",NA,NA,NA,0.0876,133,1511,NA,"manualclarificationrequired"
"312","68304","Korkusuz 2022","2020-03-15","2021-03-03","LAPIS, Outbreak","Early-clades",71,2436,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median","64","64.35","Thoracic (lung, mesothelioma)","7 (first wave); 41 (second wave); 48 (total)",NA,NA,"[mortality]","calculatedOR","4.28082191780822",NA,NA,"0.375 (18/48) (total)","0.0876 (133/1511) (total)",0.375,18,48,0.0876,133,1511,0.290808354849031,"univariate"
"313","68304","Korkusuz 2022","2020-03-15","2021-03-03","LAPIS, Outbreak","Early-clades",71,2436,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median","64","64.35","Urology (ureter, bladder, prostate)","12 (first wave); 31 (second wave); 43 (total)",NA,NA,"[mortality]",NA,NA,NA,NA,"NR (first wave)","nr (first wave)",NA,NA,NA,NA,NA,NA,NA,"manualclarificationrequired"
"314","68304","Korkusuz 2022","2020-03-15","2021-03-03","LAPIS, Outbreak","Early-clades",71,2436,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median","64","64.35","Urology (ureter, bladder, prostate)","12 (first wave); 31 (second wave); 43 (total)",NA,NA,"[mortality]",NA,NA,NA,NA,"NR (second wave)","0.0876  (133/1511) (second wave)",NA,NA,NA,0.0876,133,1511,NA,"manualclarificationrequired"
"315","68304","Korkusuz 2022","2020-03-15","2021-03-03","LAPIS, Outbreak","Early-clades",71,2436,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median","64","64.35","Chemotherapy","22 (first wave); 97 (second wave); 119 (total)","33.3 (first wave); 44.9 (second wave); 42.2 (total)",NA,"[mortality]","calculatedOR","5.07990867579909",NA,NA,"0.445 (53/119) (total)","0.0876 (133/1511) (total)",0.445,53,119,0.0876,133,1511,0.188286739400179,"univariate"
"316","68304","Korkusuz 2022","2020-03-15","2021-03-03","LAPIS, Outbreak","Early-clades",71,2436,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median","64","64.35","Chemotherapy","22 (first wave); 97 (second wave); 119 (total)","33.3 (first wave); 44.9 (second wave); 42.2 (total)",NA,"[mortality]",NA,NA,NA,NA,"nr (first wave)","nr (first wave)",NA,NA,NA,NA,NA,NA,NA,"manualclarificationrequired"
"317","68304","Korkusuz 2022","2020-03-15","2021-03-03","LAPIS, Outbreak","Early-clades",71,2436,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median","64","64.35","Chemotherapy","22 (first wave); 97 (second wave); 119 (total)","33.3 (first wave); 44.9 (second wave); 42.2 (total)",NA,"[mortality]",NA,NA,NA,NA,"nr (second wave)","0.0876 (133/1511) (second wave)",NA,NA,NA,0.0876,133,1511,NA,"manualclarificationrequired"
"318","68513","Udovica 2022","2020-03-01","2021-04-30","LAPIS, Outbreak","Alpha, Early-clades",98,2752,"","",NA,NA,NA,NA,NA,"","","","245","100","Of note, our study was performed between March 2020 and March 2021. In that period the SARS-CoV-2 back- ground strain and the SARS-CoV-2 alpha variant were the most commonly observed variants and vaccines were not available","",NA,NA,"",245,"100%","NA","median ","74","50.6","Total (OF ALL CANCERS)","89",NA,NA,"[mortality]","uOR","2.56","1.47-4.47","< 0.001","41/89","43/156",0.460674157303371,41,89,0.275641025641026,43,156,0.25552352009622,"univariate"
"319","68513","Udovica 2022","2020-03-01","2021-04-30","LAPIS, Outbreak","Alpha, Early-clades",98,2752,"","",NA,NA,NA,NA,NA,"","","","245","100","Of note, our study was performed between March 2020 and March 2021. In that period the SARS-CoV-2 back- ground strain and the SARS-CoV-2 alpha variant were the most commonly observed variants and vaccines were not available","",NA,NA,"",245,"100%","NA","median ","74","50.6","Total (OF ALL CANCERS)","89",NA,NA,"[mortality]","mOR","4.59","2.26-9.30","< 0.001","41/89","43/156",0.460674157303371,41,89,0.275641025641026,43,156,0.25552352009622,"multivariate"
"320","68513","Udovica 2022","2020-03-01","2021-04-30","LAPIS, Outbreak","Alpha, Early-clades",98,2752,"","",NA,NA,NA,NA,NA,"","","","245","100","Of note, our study was performed between March 2020 and March 2021. In that period the SARS-CoV-2 back- ground strain and the SARS-CoV-2 alpha variant were the most commonly observed variants and vaccines were not available","",NA,NA,"",245,"100%","NA","median ","74","50.6","Total (OF ALL CANCERS)","89",NA,NA,"[ICU]","calculatedOR","1.22448979591837",NA,"0.59","0.18","0.147",0.18,NA,NA,0.147,NA,NA,NA,"univariate"
"321","69975","Sahin 2021","2020-03-11","2020-06-29","LAPIS, Outbreak","Early-clades",15,393,"","",NA,NA,NA,NA,NA,"","","","776","100","","",NA,NA,"",NA,"","NA","Median","53","24","Head and neck","388",NA,"NA","[hospitalisation]","mOR Hospitalisation","0.38","0.27 - 0.54","<0.001","NA","NA",NA,NA,NA,NA,NA,NA,NA,"multivariate"
"322","69975","Sahin 2021","2020-03-11","2020-06-29","LAPIS, Outbreak","Early-clades",15,393,"","",NA,NA,NA,NA,NA,"","","","776","100","","",NA,NA,"",NA,"","NA","Median","53","24","Head and neck","388",NA,"NA","[ICU]","uOR ICU","0.84","0.50 - 1.41","0.511","0.139 (29/208)","0.119 (34/ 286)",0.139,29,208,0.119,34,NA,NA,"univariate"
"323","69975","Sahin 2021","2020-03-11","2020-06-29","LAPIS, Outbreak","Early-clades",15,393,"","",NA,NA,NA,NA,NA,"","","","776","100","","",NA,NA,"",NA,"","NA","Median","53","24","Head and neck","388",NA,"NA","[hospitalisation]","uOR Hospitalisation","0.41","0.30 - 0.56","5.83e-9","0.536 (208/388)","0.737 (286/388)",0.536,208,388,0.737,286,388,0.116012219095462,"univariate"
"324","69975","Sahin 2021","2020-03-11","2020-06-29","LAPIS, Outbreak","Early-clades",15,393,"","",NA,NA,NA,NA,NA,"","","","776","100","","",NA,NA,"",NA,"","NA","Median","53","24","Unknown","776",NA,"NA","[ICU]","uOR","0.84","0.50 - 1.41","0.511","0.139 (29/208)","0.119 (34/286)",0.139,29,208,0.119,34,286,0.268698193389475,"univariate"
"325","69975","Sahin 2021","2020-03-11","2020-06-29","LAPIS, Outbreak","Early-clades",15,393,"","",NA,NA,NA,NA,NA,"","","","776","100","","",NA,NA,"",NA,"","NA","Median","53","24","Unknown","776",NA,"NA","[mortality]","uOR","0.93","0.46 - 1.92","0.855","0.0387 (15/388)","0.0412 (16/388)",0.0387,15,388,0.0412,16,388,0.366498711923963,"univariate"
"326","69975","Sahin 2021","2020-03-11","2020-06-29","LAPIS, Outbreak","Early-clades",15,393,"","",NA,NA,NA,NA,NA,"","","","776","100","","",NA,NA,"",NA,"","NA","Median","53","24","Head and neck","388",NA,"NA","[ICU]","ICU > 4 days","1.31","0.48 - 3.56","0.599","0.552 (16/ 29)","0.485 (16/33)",0.552,16,NA,0.485,16,33,NA,"manualclarificationrequired"
"327","69975","Sahin 2021","2020-03-11","2020-06-29","LAPIS, Outbreak","Early-clades",15,393,"","",NA,NA,NA,NA,NA,"","","","776","100","","",NA,NA,"",NA,"","NA","Median","53","24","Head and neck","388",NA,"NA","[hospitalisation]","uOR Hospitalisation > 8 days","0.62","0.46 - 0.84","0.00203","0.495 (103/ 208)","0.500 (143/286)",0.495,103,NA,0.5,143,286,NA,"univariate"
"328","69975","Sahin 2021","2020-03-11","2020-06-29","LAPIS, Outbreak","Early-clades",15,393,"","",NA,NA,NA,NA,NA,"","","","776","100","","",NA,NA,"",NA,"","NA","Median","53","24","Total (OF ALL CANCERS)","388",NA,NA,"[hospitalisation]","uOR Hospitalisation > 8 days","0.62","0.46 - 0.84","0.00203","0.495 (103/ 208)","0.500 (143/286)",0.495,103,NA,0.5,143,286,NA,"univariate"
"329","69975","Sahin 2021","2020-03-11","2020-06-29","LAPIS, Outbreak","Early-clades",15,393,"","",NA,NA,NA,NA,NA,"","","","776","100","","",NA,NA,"",NA,"","NA","Median","53","24","Total (OF ALL CANCERS)","388",NA,NA,"[hospitalisation]","mOR Hospitalisation","0.38","0.27 - 0.54","<0.001","NA","NA",NA,NA,NA,NA,NA,NA,NA,"multivariate"
"330","69975","Sahin 2021","2020-03-11","2020-06-29","LAPIS, Outbreak","Early-clades",15,393,"","",NA,NA,NA,NA,NA,"","","","776","100","","",NA,NA,"",NA,"","NA","Median","53","24","Unknown","776",NA,"NA","[severe]","uOR","1.07","0.52 - 2.19","0.511","0.0770 (16/208)","0.0524 (15/286)",0.077,16,208,0.0524,15,286,0.37077063323686,"univariate"
"331","69975","Sahin 2021","2020-03-11","2020-06-29","LAPIS, Outbreak","Early-clades",15,393,"","",NA,NA,NA,NA,NA,"","","","776","100","","",NA,NA,"",NA,"","NA","Median","53","24","Total (OF ALL CANCERS)","388",NA,NA,"[hospitalisation]","uOR Hospitalisation","0.41","0.30 - 0.56","5.83e-9","0.536 (208/388)","0.737 (286/388)",0.536,208,388,0.737,286,388,0.116012219095462,"univariate"
"332","69975","Sahin 2021","2020-03-11","2020-06-29","LAPIS, Outbreak","Early-clades",15,393,"","",NA,NA,NA,NA,NA,"","","","776","100","","",NA,NA,"",NA,"","NA","Median","53","24","Total (OF ALL CANCERS)","388",NA,NA,"[mortality]","uOR","0.93","0.46 - 1.92","0.855","0.0387 (15/388)","0.0412 (16/388)",0.0387,15,388,0.0412,16,388,0.366498711923963,"univariate"
"333","69975","Sahin 2021","2020-03-11","2020-06-29","LAPIS, Outbreak","Early-clades",15,393,"","",NA,NA,NA,NA,NA,"","","","776","100","","",NA,NA,"",NA,"","NA","Median","53","24","Total (OF ALL CANCERS)","388",NA,NA,"[severe disease]","uOR","1.07","0.52 - 2.19","0.855","0.0770 (16/208)","0.0524 (15/286)",0.077,16,208,0.0524,15,286,0.37077063323686,"univariate"
"334","69975","Sahin 2021","2020-03-11","2020-06-29","LAPIS, Outbreak","Early-clades",15,393,"","",NA,NA,NA,NA,NA,"","","","776","100","","",NA,NA,"",NA,"","NA","Median","53","24","Total (OF ALL CANCERS)","388",NA,NA,"[ICU]","uOR ICU","0.84","0.50 - 1.41","0.511","0.139 (29/208)","0.119 (34/ 286)",0.139,29,208,0.119,34,NA,NA,"univariate"
"335","69975","Sahin 2021","2020-03-11","2020-06-29","LAPIS, Outbreak","Early-clades",15,393,"","",NA,NA,NA,NA,NA,"","","","776","100","","",NA,NA,"",NA,"","NA","Median","53","24","Total (OF ALL CANCERS)","388",NA,NA,"[ICU]","ICU > 4 days","1.31","0.48 - 3.56","0.599","0.552 (16/ 29)","0.485 (16/33)",0.552,16,NA,0.485,16,33,NA,"manualclarificationrequired"
